Data subject to revision,,,,,,,,,,,,,,,,,,,,
scroll down to see earlier years,,,,,,,,,,,,,,,,,,,,
,,,LABOR,,       UNEMPLOYED,,,,,,,,,,,,,,,
COUNTY,FIPS,YEAR,FORCE,EMPLOYED,NUMBER,RATE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
EDGAR COUNTY,45,1979,"9,925","9,244",681,6.9,,,,,,,,,,,,,,
EDWARDS COUNTY,47,1979,"3,992","3,784",208,5.2,,,,,,,,,,,,,,
EFFINGHAM COUNTY,49,1979,"15,070","14,095",975,6.5,,,,,,,,,,,,,,
FAYETTE COUNTY,51,1979,"9,744","9,024",720,7.4,,,,,,,,,,,,,,
FORD COUNTY,53,1979,"7,932","7,622",310,3.9,,,,,,,,,,,,,,
FRANKLIN COUNTY,55,1979,"16,808","15,122","1,686",10.0,,,,,,,,,,,,,,
FULTON COUNTY,57,1979,"23,315","22,047","1,268",5.4,,,,,,,,,,,,,,
GALLATIN COUNTY,59,1979,"2,999","2,672",327,10.9,,,,,,,,,,,,,,
GREENE COUNTY,61,1979,"6,661","6,232",429,6.4,,,,,,,,,,,,,,
GRUNDY COUNTY,63,1979,"16,284","15,346",938,5.8,,,,,,,,,,,,,,
HAMILTON COUNTY,65,1979,"3,616","3,225",391,10.8,,,,,,,,,,,,,,
HANCOCK COUNTY,67,1979,"12,214","11,612",602,4.9,,,,,,,,,,,,,,
HARDIN COUNTY,69,1979,"1,893","1,649",244,12.9,,,,,,,,,,,,,,
HENDERSON COUNTY,71,1979,"4,522","4,297",225,5.0,,,,,,,,,,,,,,
HENRY COUNTY,73,1979,"28,968","27,795","1,173",4.0,,,,,,,,,,,,,,
IROQUOIS COUNTY,75,1979,"17,399","16,727",672,3.9,,,,,,,,,,,,,,
JACKSON COUNTY,77,1979,"28,636","26,611","2,025",7.1,,,,,,,,,,,,,,
JASPER COUNTY,79,1979,"5,844","5,417",427,7.3,,,,,,,,,,,,,,
JEFFERSON COUNTY,81,1979,"18,751","17,236","1,515",8.1,,,,,,,,,,,,,,
JERSEY COUNTY,83,1979,"7,167","6,599",568,7.9,,,,,,,,,,,,,,
JoDAVIESS COUNTY,85,1979,"12,098","11,612",486,4.0,,,,,,,,,,,,,,
JOHNSON COUNTY,87,1979,"3,570","3,287",283,7.9,,,,,,,,,,,,,,
KANE COUNTY,89,1979,"132,482","126,232","6,250",4.7,,,,,,,,,,,,,,
KANKAKEE COUNTY,91,1979,"42,159","38,762","3,397",8.1,,,,,,,,,,,,,,
KENDALL COUNTY,93,1979,"18,524","17,853",671,3.6,,,,,,,,,,,,,,
KNOX COUNTY,95,1979,"28,182","26,193","1,989",7.1,,,,,,,,,,,,,,
LAKE COUNTY,97,1979,"204,416","195,733","8,683",4.2,,,,,,,,,,,,,,
LaSALLE COUNTY,99,1979,"51,742","47,866","3,876",7.5,,,,,,,,,,,,,,
LAWRENCE COUNTY,101,1979,"8,195","7,643",552,6.7,,,,,,,,,,,,,,
LEE COUNTY,103,1979,"21,115","20,463",652,3.1,,,,,,,,,,,,,,
LIVINGSTON COUNTY,105,1979,"21,669","20,871",798,3.7,,,,,,,,,,,,,,
LOGAN COUNTY,107,1979,"16,184","15,295",889,5.5,,,,,,,,,,,,,,
McDONOUGH COUNTY,109,1979,"20,016","18,876","1,140",5.7,,,,,,,,,,,,,,
McHENRY COUNTY,111,1979,"66,728","63,846","2,882",4.3,,,,,,,,,,,,,,
McLEAN COUNTY,113,1979,"60,358","58,022","2,336",3.9,,,,,,,,,,,,,,
MACON COUNTY,115,1979,"58,545","54,022","4,523",7.7,,,,,,,,,,,,,,
MACOUPIN COUNTY,117,1979,"21,048","19,920","1,128",5.4,,,,,,,,,,,,,,
MADISON COUNTY,119,1979,"110,278","102,765","7,513",6.8,,,,,,,,,,,,,,
MARION COUNTY,121,1979,"21,894","20,294","1,600",7.3,,,,,,,,,,,,,,
MARSHALL COUNTY,123,1979,"7,217","6,957",260,3.6,,,,,,,,,,,,,,
MASON COUNTY,125,1979,"10,736","10,129",607,5.7,,,,,,,,,,,,,,
MASSAC COUNTY,127,1979,"6,335","5,746",589,9.3,,,,,,,,,,,,,,
MENARD COUNTY,129,1979,"5,735","5,518",217,3.8,,,,,,,,,,,,,,
MERCER COUNTY,131,1979,"9,709","9,310",399,4.1,,,,,,,,,,,,,,
MONROE COUNTY,133,1979,"8,488","8,027",461,5.4,,,,,,,,,,,,,,
MONTGOMERY COUNTY,135,1979,"12,868","11,926",942,7.3,,,,,,,,,,,,,,
MORGAN COUNTY,137,1979,"16,582","15,698",884,5.3,,,,,,,,,,,,,,
MOULTRIE COUNTY,139,1979,"7,276","6,906",370,5.1,,,,,,,,,,,,,,
OGLE COUNTY,141,1979,"22,733","21,792",941,4.1,,,,,,,,,,,,,,
PEORIA COUNTY,143,1979,"96,832","91,389","5,443",5.6,,,,,,,,,,,,,,
PERRY COUNTY,145,1979,"10,244","9,513",731,7.1,,,,,,,,,,,,,,
PIATT COUNTY,147,1979,"8,531","8,185",346,4.1,,,,,,,,,,,,,,
PIKE COUNTY,149,1979,"8,891","8,372",519,5.8,,,,,,,,,,,,,,
POPE COUNTY,151,1979,"1,202","1,019",183,15.2,,,,,,,,,,,,,,
PULASKI COUNTY,153,1979,"3,401","2,984",417,12.3,,,,,,,,,,,,,,
PUTNAM COUNTY,155,1979,"2,629","2,496",133,5.1,,,,,,,,,,,,,,
RANDOLPH COUNTY,157,1979,"16,822","15,907",915,5.4,,,,,,,,,,,,,,
RICHLAND COUNTY,159,1979,"7,515","6,873",642,8.5,,,,,,,,,,,,,,
ROCK ISLAND COUNTY,161,1979,"82,944","78,895","4,049",4.9,,,,,,,,,,,,,,
St. CLAIR COUNTY,163,1979,"125,737","117,022","8,715",6.9,,,,,,,,,,,,,,
SALINE COUNTY,165,1979,"11,117","10,008","1,109",10.0,,,,,,,,,,,,,,
SANGAMON COUNTY,167,1979,"90,756","85,379","5,377",5.9,,,,,,,,,,,,,,
SCHUYLER COUNTY,169,1979,"4,352","4,143",209,4.8,,,,,,,,,,,,,,
SCOTT COUNTY,171,1979,"2,778","2,624",154,5.5,,,,,,,,,,,,,,
SHELBY COUNTY,173,1979,"9,515","8,766",749,7.9,,,,,,,,,,,,,,
STARK COUNTY,175,1979,"3,816","3,683",133,3.5,,,,,,,,,,,,,,
STEPHENSON COUNTY,177,1979,"25,190","24,181","1,009",4.0,,,,,,,,,,,,,,
TAZEWELL COUNTY,179,1979,"62,658","59,094","3,564",5.7,,,,,,,,,,,,,,
UNION COUNTY,181,1979,"7,440","6,706",734,9.9,,,,,,,,,,,,,,
VERMILION COUNTY,183,1979,"44,946","41,491","3,455",7.7,,,,,,,,,,,,,,
WABASH COUNTY,185,1979,"7,900","7,551",349,4.4,,,,,,,,,,,,,,
WARREN COUNTY,187,1979,"11,641","10,896",745,6.4,,,,,,,,,,,,,,
WASHINGTON COUNTY,189,1979,"8,285","7,878",407,4.9,,,,,,,,,,,,,,
WAYNE COUNTY,191,1979,"8,047","7,429",618,7.7,,,,,,,,,,,,,,
WHITE COUNTY,193,1979,"6,969","6,180",789,11.3,,,,,,,,,,,,,,
WHITESIDE COUNTY,195,1979,"31,174","29,738","1,436",4.6,,,,,,,,,,,,,,
WILL COUNTY,197,1979,"151,297","143,607","7,690",5.1,,,,,,,,,,,,,,
WILLIAMSON COUNTY,199,1979,"22,247","19,907","2,340",10.5,,,,,,,,,,,,,,
WINNEBAGO COUNTY,201,1979,"124,221","117,473","6,748",5.4,,,,,,,,,,,,,,
WOODFORD COUNTY,203,1979,"15,202","14,705",497,3.3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ADAMS COUNTY,1,1978,"32,723","30,588","2,135",6.5,,,,,,,,,,,,,,
ALEXANDER COUNTY,3,1978,"4,783","4,054",729,15.2,,,,,,,,,,,,,,
BOND COUNTY,5,1978,"5,942","5,480",462,7.8,,,,,,,,,,,,,,
BOONE COUNTY,7,1978,"13,502","12,883",619,4.6,,,,,,,,,,,,,,
BROWN COUNTY,9,1978,"2,456","2,329",127,5.2,,,,,,,,,,,,,,
BUREAU COUNTY,11,1978,"18,147","17,375",772,4.3,,,,,,,,,,,,,,
CALHOUN COUNTY,13,1978,"2,310","2,050",260,11.3,,,,,,,,,,,,,,
CARROLL COUNTY,15,1978,"9,626","9,261",365,3.8,,,,,,,,,,,,,,
CASS COUNTY,17,1978,"7,185","6,795",390,5.4,,,,,,,,,,,,,,
CHAMPAIGN COUNTY,19,1978,"78,469","74,607","3,862",4.9,,,,,,,,,,,,,,
CHRISTIAN COUNTY,21,1978,"15,173","14,362",811,5.3,,,,,,,,,,,,,,
CLARK COUNTY,23,1978,"6,450","6,015",435,6.7,,,,,,,,,,,,,,
CLAY COUNTY,25,1978,"5,942","5,301",641,10.8,,,,,,,,,,,,,,
CLINTON COUNTY,27,1978,"13,786","12,808",978,7.1,,,,,,,,,,,,,,
COLES COUNTY,29,1978,"25,659","24,339","1,320",5.1,,,,,,,,,,,,,,
COOK COUNTY,31,1978,"2,542,594","2,380,122","162,472",6.4,,,,,,,,,,,,,,
CRAWFORD COUNTY,33,1978,"9,481","8,890",591,6.2,,,,,,,,,,,,,,
CUMBERLAND COUNTY,35,1978,"5,587","5,265",322,5.8,,,,,,,,,,,,,,
DeKALB COUNTY,37,1978,"40,617","38,921","1,696",4.2,,,,,,,,,,,,,,
DeWITT COUNTY,39,1978,"9,044","8,556",488,5.4,,,,,,,,,,,,,,
DOUGLAS COUNTY,41,1978,"10,324","9,865",459,4.4,,,,,,,,,,,,,,
DuPAGE COUNTY,43,1978,"282,170","270,590","11,580",4.1,,,,,,,,,,,,,,
EDGAR COUNTY,45,1978,"10,002","9,414",588,5.9,,,,,,,,,,,,,,
EDWARDS COUNTY,47,1978,"4,096","3,857",239,5.8,,,,,,,,,,,,,,
EFFINGHAM COUNTY,49,1978,"15,478","14,658",820,5.3,,,,,,,,,,,,,,
FAYETTE COUNTY,51,1978,"9,782","9,011",771,7.9,,,,,,,,,,,,,,
FORD COUNTY,53,1978,"7,831","7,499",332,4.2,,,,,,,,,,,,,,
FRANKLIN COUNTY,55,1978,"16,395","14,445","1,950",11.9,,,,,,,,,,,,,,
FULTON COUNTY,57,1978,"23,195","21,693","1,502",6.5,,,,,,,,,,,,,,
GALLATIN COUNTY,59,1978,"2,908","2,554",354,12.2,,,,,,,,,,,,,,
GREENE COUNTY,61,1978,"6,963","6,444",519,7.5,,,,,,,,,,,,,,
GRUNDY COUNTY,63,1978,"15,888","15,099",789,5.0,,,,,,,,,,,,,,
HAMILTON COUNTY,65,1978,"3,368","2,928",440,13.1,,,,,,,,,,,,,,
HANCOCK COUNTY,67,1978,"11,997","11,425",572,4.8,,,,,,,,,,,,,,
HARDIN COUNTY,69,1978,"1,913","1,703",210,11.0,,,,,,,,,,,,,,
HENDERSON COUNTY,71,1978,"4,456","4,228",228,5.1,,,,,,,,,,,,,,
HENRY COUNTY,73,1978,"28,793","27,348","1,445",5.0,,,,,,,,,,,,,,
IROQUOIS COUNTY,75,1978,"17,154","16,458",696,4.1,,,,,,,,,,,,,,
JACKSON COUNTY,77,1978,"28,749","26,310","2,439",8.5,,,,,,,,,,,,,,
JASPER COUNTY,79,1978,"6,016","5,634",382,6.3,,,,,,,,,,,,,,
JEFFERSON COUNTY,81,1978,"19,062","17,124","1,938",10.2,,,,,,,,,,,,,,
JERSEY COUNTY,83,1978,"7,126","6,514",612,8.6,,,,,,,,,,,,,,
JoDAVIESS COUNTY,85,1978,"11,878","11,425",453,3.8,,,,,,,,,,,,,,
JOHNSON COUNTY,87,1978,"3,426","3,140",286,8.3,,,,,,,,,,,,,,
KANE COUNTY,89,1978,"131,960","125,020","6,940",5.3,,,,,,,,,,,,,,
KANKAKEE COUNTY,91,1978,"43,002","39,587","3,415",7.9,,,,,,,,,,,,,,
KENDALL COUNTY,93,1978,"18,116","17,565",551,3.0,,,,,,,,,,,,,,
KNOX COUNTY,95,1978,"29,252","27,003","2,249",7.7,,,,,,,,,,,,,,
LAKE COUNTY,97,1978,"203,016","193,854","9,162",4.5,,,,,,,,,,,,,,
LaSALLE COUNTY,99,1978,"53,670","50,028","3,642",6.8,,,,,,,,,,,,,,
LAWRENCE COUNTY,101,1978,"8,580","8,072",508,5.9,,,,,,,,,,,,,,
LEE COUNTY,103,1978,"20,550","19,869",681,3.3,,,,,,,,,,,,,,
LIVINGSTON COUNTY,105,1978,"21,422","20,535",887,4.1,,,,,,,,,,,,,,
LOGAN COUNTY,107,1978,"15,857","15,049",808,5.1,,,,,,,,,,,,,,
McDONOUGH COUNTY,109,1978,"19,717","18,572","1,145",5.8,,,,,,,,,,,,,,
McHENRY COUNTY,111,1978,"66,405","63,233","3,172",4.8,,,,,,,,,,,,,,
McLEAN COUNTY,113,1978,"58,962","56,512","2,450",4.2,,,,,,,,,,,,,,
MACON COUNTY,115,1978,"59,701","55,094","4,607",7.7,,,,,,,,,,,,,,
MACOUPIN COUNTY,117,1978,"21,578","20,280","1,298",6.0,,,,,,,,,,,,,,
MADISON COUNTY,119,1978,"109,379","101,225","8,154",7.5,,,,,,,,,,,,,,
MARION COUNTY,121,1978,"21,287","19,505","1,782",8.4,,,,,,,,,,,,,,
MARSHALL COUNTY,123,1978,"7,111","6,845",266,3.7,,,,,,,,,,,,,,
MASON COUNTY,125,1978,"10,513","9,940",573,5.5,,,,,,,,,,,,,,
MASSAC COUNTY,127,1978,"6,414","5,770",644,10.0,,,,,,,,,,,,,,
MENARD COUNTY,129,1978,"5,857","5,635",222,3.8,,,,,,,,,,,,,,
MERCER COUNTY,131,1978,"9,711","9,160",551,5.7,,,,,,,,,,,,,,
MONROE COUNTY,133,1978,"8,311","7,907",404,4.9,,,,,,,,,,,,,,
MONTGOMERY COUNTY,135,1978,"13,038","11,990","1,048",8.0,,,,,,,,,,,,,,
MORGAN COUNTY,137,1978,"17,041","16,021","1,020",6.0,,,,,,,,,,,,,,
MOULTRIE COUNTY,139,1978,"7,101","6,795",306,4.3,,,,,,,,,,,,,,
OGLE COUNTY,141,1978,"22,411","21,441",970,4.3,,,,,,,,,,,,,,
PEORIA COUNTY,143,1978,"98,122","92,965","5,157",5.3,,,,,,,,,,,,,,
PERRY COUNTY,145,1978,"10,098","9,284",814,8.1,,,,,,,,,,,,,,
PIATT COUNTY,147,1978,"8,377","8,053",324,3.9,,,,,,,,,,,,,,
PIKE COUNTY,149,1978,"9,110","8,419",691,7.6,,,,,,,,,,,,,,
POPE COUNTY,151,1978,"1,149",955,194,16.9,,,,,,,,,,,,,,
PULASKI COUNTY,153,1978,"3,611","3,113",498,13.8,,,,,,,,,,,,,,
PUTNAM COUNTY,155,1978,"2,740","2,609",131,4.8,,,,,,,,,,,,,,
RANDOLPH COUNTY,157,1978,"16,824","15,881",943,5.6,,,,,,,,,,,,,,
RICHLAND COUNTY,159,1978,"7,833","7,098",735,9.4,,,,,,,,,,,,,,
ROCK ISLAND COUNTY,161,1978,"82,962","77,670","5,292",6.4,,,,,,,,,,,,,,
St. CLAIR COUNTY,163,1978,"123,181","115,268","7,913",6.4,,,,,,,,,,,,,,
SALINE COUNTY,165,1978,"10,837","9,560","1,277",11.8,,,,,,,,,,,,,,
SANGAMON COUNTY,167,1978,"93,044","87,198","5,846",6.3,,,,,,,,,,,,,,
SCHUYLER COUNTY,169,1978,"4,300","4,077",223,5.2,,,,,,,,,,,,,,
SCOTT COUNTY,171,1978,"2,847","2,678",169,5.9,,,,,,,,,,,,,,
SHELBY COUNTY,173,1978,"9,377","8,707",670,7.1,,,,,,,,,,,,,,
STARK COUNTY,175,1978,"3,754","3,624",130,3.5,,,,,,,,,,,,,,
STEPHENSON COUNTY,177,1978,"24,354","23,273","1,081",4.4,,,,,,,,,,,,,,
TAZEWELL COUNTY,179,1978,"63,287","60,113","3,174",5.0,,,,,,,,,,,,,,
UNION COUNTY,181,1978,"7,477","6,640",837,11.2,,,,,,,,,,,,,,
VERMILION COUNTY,183,1978,"45,844","42,245","3,599",7.9,,,,,,,,,,,,,,
WABASH COUNTY,185,1978,"7,439","7,114",325,4.4,,,,,,,,,,,,,,
WARREN COUNTY,187,1978,"11,500","10,720",780,6.8,,,,,,,,,,,,,,
WASHINGTON COUNTY,189,1978,"8,195","7,751",444,5.4,,,,,,,,,,,,,,
WAYNE COUNTY,191,1978,"7,864","7,256",608,7.7,,,,,,,,,,,,,,
WHITE COUNTY,193,1978,"6,985","6,293",692,9.9,,,,,,,,,,,,,,
WHITESIDE COUNTY,195,1978,"31,090","29,761","1,329",4.3,,,,,,,,,,,,,,
WILL COUNTY,197,1978,"150,315","142,229","8,086",5.4,,,,,,,,,,,,,,
WILLIAMSON COUNTY,199,1978,"21,588","19,016","2,572",11.9,,,,,,,,,,,,,,
WINNEBAGO COUNTY,201,1978,"122,516","115,662","6,854",5.6,,,,,,,,,,,,,,
WOODFORD COUNTY,203,1978,"15,433","14,958",475,3.1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ADAMS COUNTY,1,1977,"33,364","30,719","2,645",7.9,,,,,,,,,,,,,,
ALEXANDER COUNTY,3,1977,"4,830","4,207",623,12.9,,,,,,,,,,,,,,
BOND COUNTY,5,1977,"6,014","5,434",580,9.6,,,,,,,,,,,,,,
BOONE COUNTY,7,1977,"13,582","12,266","1,316",9.7,,,,,,,,,,,,,,
BROWN COUNTY,9,1977,"2,561","2,422",139,5.4,,,,,,,,,,,,,,
BUREAU COUNTY,11,1977,"17,309","16,398",911,5.3,,,,,,,,,,,,,,
CALHOUN COUNTY,13,1977,"2,295","2,062",233,10.2,,,,,,,,,,,,,,
CARROLL COUNTY,15,1977,"9,712","9,302",410,4.2,,,,,,,,,,,,,,
CASS COUNTY,17,1977,"7,528","7,052",476,6.3,,,,,,,,,,,,,,
CHAMPAIGN COUNTY,19,1977,"77,132","73,753","3,379",4.4,,,,,,,,,,,,,,
CHRISTIAN COUNTY,21,1977,"15,503","14,653",850,5.5,,,,,,,,,,,,,,
CLARK COUNTY,23,1977,"6,263","5,898",365,5.8,,,,,,,,,,,,,,
CLAY COUNTY,25,1977,"5,824","5,092",732,12.6,,,,,,,,,,,,,,
CLINTON COUNTY,27,1977,"13,204","12,261",943,7.1,,,,,,,,,,,,,,
COLES COUNTY,29,1977,"25,077","23,731","1,346",5.4,,,,,,,,,,,,,,
COOK COUNTY,31,1977,"2,496,891","2,337,370","159,521",6.4,,,,,,,,,,,,,,
CRAWFORD COUNTY,33,1977,"9,319","8,802",517,5.5,,,,,,,,,,,,,,
CUMBERLAND COUNTY,35,1977,"5,230","4,936",294,5.6,,,,,,,,,,,,,,
DeKALB COUNTY,37,1977,"41,293","39,104","2,189",5.3,,,,,,,,,,,,,,
DeWITT COUNTY,39,1977,"8,955","8,502",453,5.1,,,,,,,,,,,,,,
DOUGLAS COUNTY,41,1977,"9,984","9,552",432,4.3,,,,,,,,,,,,,,
DuPAGE COUNTY,43,1977,"265,248","253,959","11,289",4.3,,,,,,,,,,,,,,
EDGAR COUNTY,45,1977,"9,742","9,179",563,5.8,,,,,,,,,,,,,,
EDWARDS COUNTY,47,1977,"4,192","3,965",227,5.4,,,,,,,,,,,,,,
EFFINGHAM COUNTY,49,1977,"15,000","14,118",882,5.9,,,,,,,,,,,,,,
FAYETTE COUNTY,51,1977,"9,512","8,851",661,6.9,,,,,,,,,,,,,,
FORD COUNTY,53,1977,"7,695","7,352",343,4.5,,,,,,,,,,,,,,
FRANKLIN COUNTY,55,1977,"16,728","15,210","1,518",9.1,,,,,,,,,,,,,,
FULTON COUNTY,57,1977,"22,791","21,405","1,386",6.1,,,,,,,,,,,,,,
GALLATIN COUNTY,59,1977,"2,953","2,658",295,10.0,,,,,,,,,,,,,,
GREENE COUNTY,61,1977,"7,261","6,733",528,7.3,,,,,,,,,,,,,,
GRUNDY COUNTY,63,1977,"15,274","14,403",871,5.7,,,,,,,,,,,,,,
HAMILTON COUNTY,65,1977,"3,125","2,810",315,10.1,,,,,,,,,,,,,,
HANCOCK COUNTY,67,1977,"11,808","11,353",455,3.9,,,,,,,,,,,,,,
HARDIN COUNTY,69,1977,"1,856","1,665",191,10.3,,,,,,,,,,,,,,
HENDERSON COUNTY,71,1977,"4,447","4,251",196,4.4,,,,,,,,,,,,,,
HENRY COUNTY,73,1977,"28,210","26,690","1,520",5.4,,,,,,,,,,,,,,
IROQUOIS COUNTY,75,1977,"17,248","16,554",694,4.0,,,,,,,,,,,,,,
JACKSON COUNTY,77,1977,"27,636","25,303","2,333",8.4,,,,,,,,,,,,,,
JASPER COUNTY,79,1977,"5,820","5,471",349,6.0,,,,,,,,,,,,,,
JEFFERSON COUNTY,81,1977,"18,019","16,716","1,303",7.2,,,,,,,,,,,,,,
JERSEY COUNTY,83,1977,"7,268","6,712",556,7.6,,,,,,,,,,,,,,
JoDAVIESS COUNTY,85,1977,"11,735","11,303",432,3.7,,,,,,,,,,,,,,
JOHNSON COUNTY,87,1977,"3,551","3,275",276,7.8,,,,,,,,,,,,,,
KANE COUNTY,89,1977,"126,168","118,956","7,212",5.7,,,,,,,,,,,,,,
KANKAKEE COUNTY,91,1977,"42,439","39,108","3,331",7.8,,,,,,,,,,,,,,
KENDALL COUNTY,93,1977,"16,914","16,354",560,3.3,,,,,,,,,,,,,,
KNOX COUNTY,95,1977,"29,341","27,121","2,220",7.6,,,,,,,,,,,,,,
LAKE COUNTY,97,1977,"193,687","184,326","9,361",4.8,,,,,,,,,,,,,,
LaSALLE COUNTY,99,1977,"52,243","48,307","3,936",7.5,,,,,,,,,,,,,,
LAWRENCE COUNTY,101,1977,"8,147","7,616",531,6.5,,,,,,,,,,,,,,
